,Share Code,Share Name,Market Code,Market Name,매출액,영업이익,영업이익(발표기준),세전계속사업이익,당기순이익,  당기순이익(지배),  당기순이익(비지배),자산총계,부채총계,자본총계,  자본총계(지배),  자본총계(비지배),자본금,영업활동현금흐름,투자활동현금흐름,재무활동현금흐름,CAPEX,FCF,이자발생부채,영업이익률,순이익률,ROE(%),ROA(%),부채비율,자본유보율,EPS(원),PER(배),BPS(원),PBR(배),현금DPS(원),현금배당수익률,현금배당성향(%),발행주식수(보통주)
2018/12,051500,CJ프레시웨이 *,227,식품과기본식료품소매,28281,507,507,268,167,137,30,9173,6645,2529,1958,,119,577,-519,-346,366,211,2758,1.79,0.59,7.29,1.84,262.78,1077.32,1154,22.96,16496,1.61,200,0.75,17.32,11871586
2019/12,051500,CJ프레시웨이 *,227,식품과기본식료품소매,30551,581,581,163,96,51,44,11817,8925,2891,2014,,119,786,-517,-318,373,414,4595,1.90,0.31,2.59,0.91,308.69,1045.92,434,66.06,16967,1.69,250,0.87,57.64,11871586
2015/12,058820,CMG제약 *,35,제약,270,-26,-26,-36,-36,-36,,565,97,468,468,,441,24,-87,,7,17,0,-9.51,-13.50,-7.62,-6.37,20.78,4.64,-36,N/A,458,4.15,0,0.00,0.00,102298950
2016/12,058820,CMG제약 *,35,제약,330,7,7,7,8,8,,1048,99,949,949,,544,23,-551,524,8,15,,2.23,2.50,1.16,1.02,10.40,74.23,8,384.90,812,3.73,0,0.00,0.00,116869068
2017/12,058820,CMG제약 *,35,제약,415,16,16,29,28,28,,1096,116,979,979,,544,19,-5,2,8,12,0,3.75,6.83,2.94,2.65,11.87,79.69,24,245.56,837,7.11,0,0.00,0.00,117062582
2018/12,058820,CMG제약 *,35,제약,499,26,26,37,61,61,,1144,104,1040,1040,,544,9,88,,25,-17,0,5.15,12.16,6.01,5.42,10.00,90.18,52,77.95,888,4.55,0,0.00,0.00,117062582
2019/12,058820,CMG제약 *,35,제약,586,26,26,38,31,31,,1922,121,1802,1802,,694,28,-706,729,82,-54,3,4.44,5.21,2.15,1.99,6.71,158.20,24,175.07,1297,3.28,,,0.00,138892244
2015/12,023460,CNH *,183,기타금융,922,46,46,23,24,25,-1,4685,3747,938,938,,930,-22,-2,302,39,,2488,5.04,2.64,2.68,0.53,399.64,5.01,67,22.39,2685,0.56,15,1.00,20.95,37200000
2016/12,023460,CNH *,183,기타금융,784,48,48,39,32,32,,3373,2404,969,969,,930,104,728,-929,6,,1175,6.09,4.03,3.31,0.78,248.19,8.36,85,17.73,2774,0.54,25,1.66,27.65,37200000
2017/12,023460,CNH *,183,기타금융,557,13,13,47,29,29,,3239,2216,1024,1024,,930,163,-67,-133,6,,1157,2.28,5.19,2.90,0.87,216.41,10.23,78,16.94,2758,0.48,20,1.52,25.71,37200000
2018/12,023460,CNH *,183,기타금융,626,17,17,23,7,7,,3220,2249,971,971,,930,-66,200,-99,26,,1024,2.77,1.17,0.74,0.23,231.68,5.25,20,70.47,2652,0.52,20,1.44,99.77,37200000
2019/12,023460,CNH *,183,기타금융,1678,211,211,221,159,154,5,4653,3555,1098,1046,,930,-283,-45,438,50,,1592,12.56,9.46,15.27,4.03,323.82,19.99,414,4.62,2910,0.66,30,1.57,7.00,37200000
2015/12,065770,CS *,136,통신장비,510,-83,-99,-108,-88,-87,0,608,511,98,98,,60,-95,158,-59,9,-104,360,-16.33,-17.18,-54.34,-9.52,522.99,12.10,-727,N/A,913,2.90,0,0.00,0.00,12000000
2016/12,065770,CS *,136,통신장비,485,-3,-3,-58,-78,-78,,549,352,197,197,,94,-10,10,54,3,-13,239,-0.68,-16.14,-53.10,-13.52,178.61,7.04,-548,N/A,1047,2.07,0,0.00,0.00,18835150
2017/12,065770,CS *,136,통신장비,433,19,19,11,10,10,,502,313,189,189,,94,14,218,-240,5,10,0,4.30,2.31,5.18,1.90,165.44,18.46,53,33.98,1004,1.80,,,0.00,18835150
2018/12,065770,CS *,136,통신장비,587,23,23,42,41,41,,325,100,226,226,,94,14,-66,-3,33,-19,0,3.89,6.98,19.77,9.91,44.15,167.96,218,8.62,1197,1.57,,,0.00,18835150
2019/12,065770,CS *,136,통신장비,322,-9,-9,-4,-5,-5,0,272,54,218,218,,94,10,3,-4,1,8,2,-2.86,-1.67,-2.34,-1.80,24.95,162.11,-28,N/A,1155,2.40,,,0.00,18835150
2015/12,083660,CSA 코스믹 *,206,화장품,200,5,5,3,3,3,,447,212,235,235,,70,22,-12,278,14,8,176,2.47,1.70,2.17,1.14,90.31,223.30,34,205.11,1681,4.17,0,0.00,0.00,13961033
2016/12,083660,CSA 코스믹 *,206,화장품,345,-44,-44,-51,-51,-51,,419,104,315,315,,96,-63,-194,-1,18,-81,52,-12.81,-14.80,-18.56,-11.79,32.92,218.79,-341,N/A,1641,2.38,0,0.00,0.00,19205147
2017/12,083660,CSA 코스믹 *,206,화장품,315,-95,-95,-96,-96,-96,,308,71,237,237,,99,-82,63,-6,9,-92,33,-30.28,-30.44,,,29.97,130.69,-488,N/A,1199,3.16,0,0.00,0.00,19747641
2018/12,083660,CSA 코스믹 *,206,화장품,635,0,0,-4,-5,-5,,375,138,236,236,,99,-47,68,10,9,-57,43,0.03,-0.73,-1.97,-1.36,58.60,124.99,-24,N/A,1196,3.41,0,0.00,0.00,19747641
2019/12,083660,CSA 코스믹 *,206,화장품,643,-57,-57,-76,-76,-76,,332,167,165,165,,99,-14,11,-9,2,-16,54,-8.91,-11.88,-38.05,-21.61,101.10,47.65,-387,N/A,836,4.99,0,0.00,0.00,19747641
2015/12,000590,CS홀딩스 ,62,철강,1390,227,227,361,296,216,80,2849,391,2459,2048,411,58,268,-116,29,26,243,88,16.33,21.30,10.91,10.86,15.89,3493.91,18717,4.24,178497,0.44,0,0.00,0.00,1154482
2016/12,000590,CS홀딩스 ,62,철강,1231,198,198,209,171,92,79,2939,320,2619,2139,480,58,166,-180,-33,23,143,72,16.11,13.92,4.41,5.92,12.23,3659.16,7995,10.09,186452,0.43,500,0.62,6.22,1154482
2017/12,000590,CS홀딩스 ,62,철강,1210,170,170,173,143,59,84,3024,330,2694,2162,532,58,169,4,-42,26,143,82,14.08,11.79,2.74,4.78,12.25,3754.78,5107,15.71,188452,0.43,500,0.62,9.73,1154482
2018/12,000590,CS홀딩스 ,62,철강,1226,133,133,159,126,63,64,3044,297,2748,2187,,58,102,-34,-99,11,91,52,10.87,10.32,2.89,4.17,10.80,3851.47,5435,11.76,190644,0.34,500,0.78,9.14,1154482
2019/12,000590,CS홀딩스 ,62,철강,1350,170,170,204,166,97,69,3143,281,2862,2258,,58,193,124,-74,59,134,25,12.61,12.30,4.35,5.37,9.83,3993.36,8382,6.98,196805,0.30,500,0.85,5.93,1154482
2015/12,012030,DB ,154,IT서비스,2037,98,98,-342,132,132,,2762,1104,1658,1658,,911,-131,1046,-864,26,-157,425,4.79,6.48,9.55,4.11,66.56,62.39,72,6.84,964,0.51,0,0.00,0.00,182126320
2016/12,012030,DB ,154,IT서비스,2048,109,109,-143,-207,-207,,2150,634,1515,1515,,911,144,69,-186,17,126,241,5.32,-10.11,-13.05,-8.43,41.85,39.10,-114,N/A,881,0.83,0,0.00,0.00,182126320
2017/12,012030,DB ,154,IT서비스,1968,38,38,-130,-10,-10,,1975,584,1391,1391,,949,80,18,-83,8,72,143,1.96,-0.49,-0.66,-0.46,41.95,37.91,-5,N/A,775,0.85,0,0.00,0.00,189745366
2018/12,012030,DB ,154,IT서비스,2371,16,16,-47,-40,-40,,2884,1508,1376,1376,,1006,68,-848,928,4,64,1016,0.68,-1.68,-2.87,-1.64,109.65,184.29,-20,N/A,720,1.15,,,0.00,201173933
2019/12,012030,DB ,154,IT서비스,2385,185,185,97,44,44,,3632,1522,2110,2110,,1006,310,-88,-258,7,303,926,7.75,1.85,2.53,1.35,72.12,188.73,22,40.19,1104,0.80,,,,201173933
,367340,DB금융스팩8호 *,109,창업투자,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,367340,DB금융스팩8호 *,109,창업투자,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,367340,DB금융스팩8호 *,109,창업투자,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,367340,DB금융스팩8호 *,109,창업투자,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019/12,367340,DB금융스팩8호 *,109,창업투자,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015/12,016610,DB금융투자 ,12,증권,13440,104,104,-72,-85,-75,-10,66392,59541,6850,6027,823,2122,-169,-101,-239,68,,12619,0.77,-0.63,-1.23,-0.11,869.18,226.33,-176,N/A,14547,0.27,0,0.00,0.00,42446389
2016/12,016610,DB금융투자 ,12,증권,13254,98,98,125,64,1,63,63356,56396,6960,6081,879,2122,3077,35,-1445,29,,11345,0.74,0.49,0.02,0.00,810.25,231.51,2,1308.55,14678,0.22,0,0.00,0.00,42446389
2017/12,016610,DB금융투자 ,12,증권,9099,224,224,251,154,44,109,69983,62907,7077,6096,981,2122,-1315,68,1395,18,,12883,2.46,1.69,0.73,0.07,888.92,237.00,104,38.34,14713,0.27,100,2.50,93.44,42446389
2018/12,016610,DB금융투자 ,12,증권,8487,864,864,870,631,543,88,70432,62823,7609,6577,,2122,1688,-24,-1598,25,,12041,10.18,7.44,8.58,0.77,825.68,262.06,1280,3.47,15875,0.28,250,5.62,19.06,42446389
2019/12,016610,DB금융투자 ,12,증권,9920,874,874,894,584,485,99,84224,76109,8116,6997,,2122,-6205,61,6060,22,,12974,8.81,5.89,7.15,0.63,937.78,285.96,1144,3.70,16889,0.25,250,5.90,21.34,42446389
2015/12,005830,DB손해보험 ,190,손해보험,159562,5662,5662,5455,4304,4188,116,400184,360514,39669,38058,1611,354,24331,-20659,-812,633,,0,3.55,2.70,11.86,1.15,908.80,11189.83,5915,11.88,60125,1.17,1550,2.20,23.43,70800000
2016/12,005830,DB손해보험 ,190,손해보험,170672,7261,7261,7037,5338,5237,101,448634,405187,43447,41697,1751,354,31026,-30135,-940,218,,0,4.25,3.13,13.39,1.26,932.59,12257.02,7396,8.45,65873,0.95,1650,2.64,19.94,70800000
2017/12,005830,DB손해보험 ,190,손해보험,178553,8679,8679,8893,6692,6611,80,483756,435426,48330,46280,2050,354,-3160,-6042,5011,203,,0,4.86,3.75,15.21,1.44,900.94,13636.34,9338,7.62,73115,0.97,2300,3.23,22.02,70800000
2018/12,005830,DB손해보험 ,190,손해보험,174545,7207,7207,7353,5378,5325,52,509291,456363,52928,50978,,354,2464,1445,-448,226,,9296,4.13,3.08,11.06,1.08,862.24,14935.07,7522,9.36,80536,0.87,2000,2.84,23.77,70800000
2019/12,005830,DB손해보험 ,190,손해보험,186761,5116,5116,5243,3823,3776,46,557778,496287,61491,59490,,354,21966,-23290,-1164,180,,9906,2.74,2.05,6.92,0.72,807.09,17354.08,5334,9.81,93984,0.56,1500,2.87,25.14,70800000
2015/12,000990,DB하이텍 ,202,반도체와반도체장비,6666,1250,1250,1158,1267,1267,,9846,7306,2541,2541,,2226,1527,-122,-718,956,572,5257,18.75,19.01,67.63,12.87,287.57,46.15,2847,5.02,5870,2.44,0,0.00,0.00,44367832
2016/12,000990,DB하이텍 ,202,반도체와반도체장비,7731,1724,1724,855,883,883,,9868,6449,3419,3419,,2226,2483,-1210,-1185,923,1561,4223,22.30,11.43,29.65,8.96,188.60,87.08,1985,8.01,7900,2.01,0,0.00,0.00,44367832
2017/12,000990,DB하이텍 ,202,반도체와반도체장비,6797,1432,1432,1050,1102,1102,,9940,5382,4558,4558,,2226,1831,-1019,-858,759,1072,3556,21.07,16.21,27.62,11.13,118.07,137.66,2475,4.85,10531,1.14,250,2.08,9.95,44367832
2018/12,000990,DB하이텍 ,202,반도체와반도체장비,6693,1130,1130,961,868,868,,10665,5081,5584,5584,,2226,1803,-1173,-509,1095,708,3050,16.88,12.97,17.12,8.43,91.00,186.48,1951,5.56,12863,0.84,250,2.30,12.50,44398588
2019/12,000990,DB하이텍 ,202,반도체와반도체장비,8074,1813,1813,1440,1046,1046,,10889,4442,6447,6447,,2226,1611,-1240,-709,891,720,2527,22.45,12.96,17.39,9.71,68.91,226.34,2351,11.74,14844,1.86,350,1.27,14.53,44398588
2015/12,000995,DB하이텍1우 ,202,반도체와반도체장비,6666,1250,1250,1158,1267,1267,,9846,7306,2541,2541,,2226,1527,-122,-718,956,572,5257,18.75,19.01,67.63,12.87,287.57,46.15,2847,5.02,5870,2.44,0,0.00,0.00,44367832
2016/12,000995,DB하이텍1우 ,202,반도체와반도체장비,7731,1724,1724,855,883,883,,9868,6449,3419,3419,,2226,2483,-1210,-1185,923,1561,4223,22.30,11.43,29.65,8.96,188.60,87.08,1985,8.01,7900,2.01,0,0.00,0.00,44367832
2017/12,000995,DB하이텍1우 ,202,반도체와반도체장비,6797,1432,1432,1050,1102,1102,,9940,5382,4558,4558,,2226,1831,-1019,-858,759,1072,3556,21.07,16.21,27.62,11.13,118.07,137.66,2475,4.85,10531,1.14,250,2.08,9.95,44367832
2018/12,000995,DB하이텍1우 ,202,반도체와반도체장비,6693,1130,1130,961,868,868,,10665,5081,5584,5584,,2226,1803,-1173,-509,1095,708,3050,16.88,12.97,17.12,8.43,91.00,186.48,1951,5.56,12863,0.84,250,2.30,12.50,44398588
2019/12,000995,DB하이텍1우 ,202,반도체와반도체장비,8074,1813,1813,1440,1046,1046,,10889,4442,6447,6447,,2226,1611,-1240,-709,891,720,2527,22.45,12.96,17.39,9.71,68.91,226.34,2351,11.74,14844,1.86,350,1.27,14.53,44398588
2015/12,139130,DGB금융지주 ,20,은행,35077,3430,3430,3434,3083,2941,142,511444,473673,37772,34866,2905,8453,1006,-9156,11031,655,,55357,9.78,8.79,9.18,0.67,1254.05,346.86,1770,5.68,20624,0.49,280,2.79,14.39,169053154
2016/12,139130,DGB금융지주 ,20,은행,36550,3869,3869,3878,3019,2877,142,534624,494901,39723,36807,2916,8453,326,-5454,5253,926,,64596,10.59,8.26,8.03,0.58,1245.87,369.95,1702,5.74,21773,0.45,300,3.07,17.63,169053154
2017/12,139130,DGB금융지주 ,20,은행,36418,4092,4092,4103,3163,3022,141,567338,525380,41958,39052,2906,8457,16,-5469,5866,831,,68012,11.24,8.69,7.97,0.57,1252.16,396.12,1787,5.90,23088,0.46,340,3.22,19.03,169145833
2018/12,139130,DGB금융지주 ,20,은행,41575,3334,3334,4848,4036,3811,225,649135,598579,50557,43369,,8457,3985,-11079,4843,2552,,83186,8.02,9.71,9.25,0.66,1183.98,497.79,2253,3.69,25640,0.32,360,4.33,15.98,169145833
2019/12,139130,DGB금융지주 ,20,은행,49550,4322,4322,4385,3629,3274,355,723977,669694,54283,46170,,8457,-9589,2447,8458,501,,91821,8.72,7.32,7.31,0.53,1233.70,541.85,1936,3.68,27296,0.26,410,5.76,21.18,169145833
2015/12,001530,DI동일 ,134,"섬유,의류,신발,호화품",7741,104,104,-17,-75,-148,73,9787,4321,5466,5023,444,113,257,-223,195,376,-119,2958,1.35,-0.96,-2.89,-0.76,79.05,4624.38,-5877,N/A,267843,0.22,449,0.79,-5.48,2510655
2016/12,001530,DI동일 ,134,"섬유,의류,신발,호화품",8224,173,173,90,11,-38,48,9869,4445,5424,4956,468,115,86,5,-87,119,-33,2984,2.10,0.13,-0.75,0.11,81.95,4502.21,-1496,N/A,264269,0.22,457,0.82,-22.08,2510655
2017/12,001530,DI동일 ,134,"섬유,의류,신발,호화품",8471,220,220,-8,-41,-63,22,9311,4100,5212,4854,358,117,355,-129,-404,223,132,2615,2.59,-0.48,-1.29,-0.43,78.66,4361.32,-2512,N/A,258744,0.20,465,0.91,-13.48,2510655
2018/12,001530,DI동일 ,134,"섬유,의류,신발,호화품",9093,445,445,266,138,0,138,9476,4350,5126,4806,,119,296,-128,-128,173,123,2736,4.89,1.52,0.01,1.47,84.86,4269.26,10,6007.57,258827,0.23,1421,2.47,10778.25,2510655
2019/12,001530,DI동일 ,134,"섬유,의류,신발,호화품",9395,486,486,395,263,124,140,9570,4315,5255,4917,,121,579,-269,-316,338,241,2710,5.17,2.80,2.55,2.77,82.11,4258.69,4935,14.75,264782,0.28,1447,1.99,21.40,2510655
2015/12,000210,DL ,42,건설,95137,2718,2718,4362,2170,2068,102,120649,72591,48058,43448,4610,2185,3849,-1020,5107,1955,1894,29547,2.86,2.28,4.82,1.92,151.05,1911.89,5357,12.53,112559,0.60,300,0.45,5.69,34800000
2016/12,000210,DL ,42,건설,98538,4194,4194,4364,2932,2653,279,123915,72461,51454,46109,5344,2185,1470,-6994,-463,2541,-1071,28277,4.26,2.97,5.92,2.40,140.83,2039.97,6873,12.67,119454,0.73,300,0.34,4.44,34800000
2017/12,000210,DL ,42,건설,123355,5459,5459,6753,5080,4905,175,134025,77081,56943,50643,6301,2185,4376,-2374,1539,2360,2017,31545,4.42,4.12,10.14,3.94,135.37,2259.89,12707,6.48,131198,0.63,1000,1.21,7.91,34800000
2018/12,000210,DL ,42,건설,109845,8454,8454,8944,6781,6464,317,128337,67835,60502,53900,,2185,11045,-3808,-5256,1485,9560,26594,7.70,6.17,12.37,5.17,112.12,2440.21,16746,6.12,139638,0.73,1700,1.66,10.18,34800000
2019/12,000210,DL ,42,건설,97001,11301,11301,9578,7103,6650,453,134452,67085,67367,59373,,2185,9522,-1373,-3868,1685,7837,27166,11.65,7.32,11.74,5.41,99.58,2685.75,17228,5.25,153815,0.59,1300,1.44,7.57,34800000
2015/12,000215,DL우 ,42,건설,95137,2718,2718,4362,2170,2068,102,120649,72591,48058,43448,4610,2185,3849,-1020,5107,1955,1894,29547,2.86,2.28,4.82,1.92,151.05,1911.89,5357,12.53,112559,0.60,300,0.45,5.69,34800000
2016/12,000215,DL우 ,42,건설,98538,4194,4194,4364,2932,2653,279,123915,72461,51454,46109,5344,2185,1470,-6994,-463,2541,-1071,28277,4.26,2.97,5.92,2.40,140.83,2039.97,6873,12.67,119454,0.73,300,0.34,4.44,34800000
2017/12,000215,DL우 ,42,건설,123355,5459,5459,6753,5080,4905,175,134025,77081,56943,50643,6301,2185,4376,-2374,1539,2360,2017,31545,4.42,4.12,10.14,3.94,135.37,2259.89,12707,6.48,131198,0.63,1000,1.21,7.91,34800000
2018/12,000215,DL우 ,42,건설,109845,8454,8454,8944,6781,6464,317,128337,67835,60502,53900,,2185,11045,-3808,-5256,1485,9560,26594,7.70,6.17,12.37,5.17,112.12,2440.21,16746,6.12,139638,0.73,1700,1.66,10.18,34800000
2019/12,000215,DL우 ,42,건설,97001,11301,11301,9578,7103,6650,453,134452,67085,67367,59373,,2185,9522,-1373,-3868,1685,7837,27166,11.65,7.32,11.74,5.41,99.58,2685.75,17228,5.25,153815,0.59,1300,1.44,7.57,34800000
,375500,DL이앤씨 ,42,건설,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,375500,DL이앤씨 ,42,건설,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,375500,DL이앤씨 ,42,건설,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,375500,DL이앤씨 ,42,건설,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/12,375500,DL이앤씨 ,42,건설,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,37550K,DL이앤씨우 ,42,건설,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,37550K,DL이앤씨우 ,42,건설,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,37550K,DL이앤씨우 ,42,건설,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,37550K,DL이앤씨우 ,42,건설,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/12,37550K,DL이앤씨우 ,42,건설,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015/12,068790,DMS *,199,디스플레이장비및부품,1809,162,162,97,117,117,0,2320,1408,912,912,1,112,236,-3,-285,36,200,846,8.94,6.46,14.60,5.17,154.31,707.08,580,10.67,4088,1.51,0,0.00,0.00,22322487
2016/12,068790,DMS *,199,디스플레이장비및부품,2488,334,334,339,361,361,0,2683,1366,1317,1317,1,113,117,-31,-137,44,73,695,13.43,14.51,32.40,14.44,103.69,1027.88,1608,5.76,5839,1.59,50,0.54,3.12,22572487
2017/12,068790,DMS *,199,디스플레이장비및부품,2687,166,166,48,39,39,0,2985,1633,1352,1352,0,115,147,-153,140,20,127,833,6.19,1.44,2.92,1.36,120.78,1047.04,171,39.39,5898,1.14,50,0.74,29.46,22937487
2018/12,068790,DMS *,199,디스플레이장비및부품,2987,303,303,219,152,152,0,3173,1658,1515,1515,,115,-227,-38,228,28,-255,1071,10.16,5.08,10.61,4.93,109.48,1173.18,661,6.94,6582,0.70,100,2.18,15.13,23032487
2019/12,068790,DMS *,199,디스플레이장비및부품,1962,227,227,215,172,173,0,3025,1365,1660,1660,,115,197,33,-285,8,188,890,11.58,8.79,10.88,5.56,82.23,1317.81,749,7.31,7509,0.73,75,1.37,9.61,23042487
2015/12,004840,DRB동일 ,36,자동차부품,6031,737,737,736,526,412,113,6391,2540,3851,2958,894,90,635,-365,-135,413,222,1433,12.23,8.72,14.95,8.37,65.94,4343.09,2069,5.81,15346,0.78,54,0.45,2.52,19930000
2016/12,004840,DRB동일 ,36,자동차부품,5513,675,675,666,489,394,95,7012,2708,4304,3317,987,93,623,-664,107,633,-9,1542,12.24,8.87,12.55,7.30,62.92,4639.13,1976,5.96,17210,0.68,74,0.63,3.63,19930000
2017/12,004840,DRB동일 ,36,자동차부품,5439,372,372,354,191,180,12,6774,2404,4371,3383,987,95,221,-412,-73,502,-281,1422,6.83,3.52,5.36,2.77,54.99,4682.51,902,8.52,17555,0.44,95,1.24,10.21,19930000
2018/12,004840,DRB동일 ,36,자동차부품,5454,270,270,232,113,62,51,7162,2680,4482,3444,,97,300,-447,170,487,-188,1620,4.96,2.08,1.83,1.63,59.78,4627.16,313,20.95,17870,0.37,108,1.64,33.17,19930000
2019/12,004840,DRB동일 ,36,자동차부품,5470,265,265,224,135,89,46,7453,2838,4615,3542,,100,418,-411,45,400,19,1739,4.84,2.46,2.54,1.85,61.48,4586.20,445,11.81,18377,0.29,100,1.90,21.71,19930000
2015/12,241520,DSC인베스트먼트 *,109,창업투자,44,16,16,16,13,13,0,111,28,83,83,,65,-13,0,14,0,,14,37.14,29.27,17.77,14.76,33.79,27.92,100,,640,0.00,0,,0.00,13000000
2016/12,241520,DSC인베스트먼트 *,109,창업투자,43,14,14,14,10,10,0,169,9,160,160,,88,-21,-30,58,0,,0,32.20,24.00,8.51,7.38,5.62,82.94,78,48.07,915,4.11,0,0.00,0.00,17500000
2017/12,241520,DSC인베스트먼트 *,109,창업투자,68,28,28,28,22,22,0,403,161,242,242,,88,-55,1,194,0,,135,41.41,32.34,,,66.66,176.49,126,42.71,1382,3.89,0,0.00,0.00,17500000
2018/12,241520,DSC인베스트먼트 *,109,창업투자,153,64,64,64,51,53,-2,484,183,301,300,,88,-101,-21,6,6,,149,41.75,33.54,19.53,11.58,60.66,244.29,303,13.40,1717,2.36,0,0.00,0.00,17500000
2019/12,241520,DSC인베스트먼트 *,109,창업투자,166,79,79,77,61,62,-2,521,153,368,363,,91,23,33,-64,0,,98,47.52,36.70,18.82,12.11,41.58,306.45,349,9.50,2004,1.65,0,0.00,,18119383
2015/12,155660,DSR ,53,비철금속,2148,127,127,127,100,99,0,1773,550,1223,1207,15,80,282,-134,-115,68,215,321,5.93,4.65,8.57,5.53,45.01,1391.40,621,6.58,7546,0.54,50,1.22,8.05,16000000
2016/12,155660,DSR ,53,비철금속,2011,134,134,147,107,107,0,1957,622,1335,1320,15,80,105,-125,48,64,41,359,6.64,5.34,8.50,5.76,46.60,1515.20,672,13.85,8252,1.13,50,0.54,7.44,16000000
2017/12,155660,DSR ,53,비철금속,2264,139,139,136,110,111,0,2283,874,1409,1395,13,80,64,-280,183,316,-251,533,6.14,4.87,8.15,5.20,62.04,1640.60,692,7.47,8721,0.59,50,0.97,7.22,16000000
2018/12,155660,DSR ,53,비철금속,2360,99,99,97,80,79,1,2250,776,1475,1460,,80,46,-30,-36,112,-66,506,4.20,3.40,5.54,3.54,52.59,1727.00,494,8.07,9127,0.44,50,1.25,10.12,16000000
2019/12,155660,DSR ,53,비철금속,2363,107,107,117,88,87,0,2404,851,1553,1538,,80,138,-113,49,85,53,579,4.51,3.72,5.83,3.77,54.77,1820.15,546,8.40,9613,0.48,50,1.09,9.15,16000000
2015/12,069730,DSR제강 ,62,철강,1827,101,101,125,99,99,,1843,662,1181,1181,,72,333,-65,-256,63,270,421,5.53,5.40,8.70,5.11,56.08,1524.86,685,5.55,8199,0.46,40,1.05,5.84,14400000
2016/12,069730,DSR제강 ,62,철강,1725,77,77,104,87,87,,1902,638,1264,1264,,72,139,-64,-68,27,112,363,4.44,5.04,7.11,4.64,50.44,1636.29,603,14.62,8780,1.00,40,0.45,6.63,14400000
2017/12,069730,DSR제강 ,62,철강,1775,25,25,57,50,50,,1961,660,1301,1301,,72,38,-104,53,66,-27,415,1.40,2.83,3.91,2.60,50.77,1697.65,348,15.05,9032,0.58,40,0.76,11.49,14400000
2018/12,069730,DSR제강 ,62,철강,1853,62,62,89,74,74,,2054,693,1361,1361,,72,103,-93,7,58,45,426,3.37,3.99,5.55,3.68,50.90,1784.21,513,8.38,9454,0.45,40,0.93,7.80,14400000
2019/12,069730,DSR제강 ,62,철강,1915,52,52,81,68,68,,2016,598,1419,1419,,72,145,-46,-91,66,79,339,2.72,3.53,4.86,3.32,42.14,1862.62,469,9.70,9851,0.46,40,0.88,8.52,14400000
2015/12,017940,E1 ,168,가스유틸리티,46143,317,357,50,1,100,-99,35098,22738,12360,11504,856,343,1843,-551,-614,411,1432,16497,0.69,0.00,0.87,0.00,183.96,3314.34,1454,42.22,198973,0.31,2600,4.23,150.70,6860000
2016/12,017940,E1 ,168,가스유틸리티,39959,111,111,-338,-379,-265,-114,35442,23610,11832,11089,743,343,282,-105,-167,457,-175,16632,0.28,-0.95,-2.35,-1.08,199.53,3193.59,-3869,N/A,191790,0.33,2000,3.19,-43.57,6860000
2017/12,017940,E1 ,168,가스유틸리티,44082,937,937,1230,868,844,23,34601,22091,12510,11743,767,343,-1290,1942,-460,579,-1868,16127,2.13,1.97,7.39,2.48,176.58,3403.22,12306,4.62,171187,0.33,2000,3.51,13.70,6860000
2018/12,017940,E1 ,168,가스유틸리티,46302,140,140,1053,792,781,11,35654,22495,13159,12381,,343,1847,-268,-2215,521,1327,14030,0.30,1.71,6.47,2.26,170.95,3582.96,11384,4.90,180483,0.31,2000,3.58,14.81,6860000
2019/12,017940,E1 ,168,가스유틸리티,46083,1063,1063,-49,-524,-432,-92,35950,23917,12033,11407,,343,547,-18,-751,378,169,15924,2.31,-1.14,-3.63,-1.46,198.76,3420.56,-6293,N/A,166288,0.29,2200,4.55,-29.47,6860000
